Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,bill_name,caption,filer_id,filer_name,function,session,leg_id,original_name,parsed_name
0,0,0,HCR 14,Approving and authorizing a renaming of the State Insurance Building as the John G. Tower State Office Building.,51461,Jack Stick,author,784,4560,Rep. Jack Stick,Jack Stick
1,1,1,HR 60,Congratulating Dr. Marcus Nelson on his selection as the director of secondary education for the Austin Independent School District.,51461,Jack Stick,author,784,4560,Rep. Jack Stick,Jack Stick
2,2,2,HR 61,Honoring Donna Stockton-Hicks for her selection as the Junior League of Austin's 2003-2004 Volunteer Extraordinaire.,51461,Jack Stick,author,784,4560,Rep. Jack Stick,Jack Stick
3,3,3,HR 62,Commending Parmer Lane Elementary School in Pflugerville for exceptional achievements in writing.,51461,Jack Stick,author,784,4560,Rep. Jack Stick,Jack Stick
4,4,4,HR 63,Commending Park Crest Middle School of Pflugerville for exceptional achievements in writing.,51461,Jack Stick,author,784,4560,Rep. Jack Stick,Jack Stick
5,5,5,HR 64,Commending Westview Middle School of Pflugerville for exceptional achievements in reading.,51461,Jack Stick,author,784,4560,Rep. Jack Stick,Jack Stick
6,6,6,HR 65,"Congratulating Jerry Patterson, commissioner of the General Land Office, and his wife, Jennifer, on the birth of their twins, Samantha and Cole Patterson.",51461,Jack Stick,author,784,4560,Rep. Jack Stick,Jack Stick
7,7,7,HR 187,Honoring the Austin Roofing Contractors Association for its philanthropy.,51461,Jack Stick,author,784,4560,Rep. Jack Stick,Jack Stick
8,8,8,HR 188,Honoring the Pflugerville High School Economics Challenge team on their fourth place finish in the state competition.,51461,Jack Stick,author,784,4560,Rep. Jack Stick,Jack Stick
9,9,9,HR 189,Honoring the Grisham Middle School Band for its receipt of the Sudler Silver Cup from the John Philip Sousa Foundation.,51461,Jack Stick,author,784,4560,Rep. Jack Stick,Jack Stick
10,10,10,HR 190,Congratulating Abha Bhattarai of Austin on her selection as a runner-up in the 2004 national student Journalist of the Year competition.,51461,Jack Stick,author,784,4560,Rep. Jack Stick,Jack Stick
11,11,11,HR 191,Congratulating Donna Stockton-Hicks on her receipt of the SafePlace Guardian Award.,51461,Jack Stick,author,784,4560,Rep. Jack Stick,Jack Stick
12,12,12,HR 192,Honoring Kyleen Dobbs for being named the Capital Area Council for the Social Studies Teacher of the Year.,51461,Jack Stick,author,784,4560,Rep. Jack Stick,Jack Stick
13,13,13,HR 193,Honoring the Connally High School Winter Drumline for winning the first place trophy in the Texas Color Guard Circuit state competition.,51461,Jack Stick,author,784,4560,Rep. Jack Stick,Jack Stick
14,14,14,HR 313,Honoring Will Tarrant of Pflugerville on being named High Point University's sophomore Male of the Year.,51461,Jack Stick,author,784,4560,Rep. Jack Stick,Jack Stick
15,15,15,HR 314,Honoring Chris Parker and Jeff Offield of Pflugerville for their courageous efforts in rescuing Chante Davis.,51461,Jack Stick,author,784,4560,Rep. Jack Stick,Jack Stick
16,16,16,HR 315,Honoring Katherine Ryan of Park Crest Middle School in Pflugerville for earning an outstanding score on the SAT.,51461,Jack Stick,author,784,4560,Rep. Jack Stick,Jack Stick
