Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,bill_name,caption,filer_id,filer_name,function,session,leg_id,original_name,parsed_name
0,0,0,HR 67,In memory of Dale Priour of Ingram.,20285,Harvey Hilderbran,author,832,3250,Rep. Harvey Hilderbran,Harvey Hilderbran
1,1,1,HR 108,In memory of Ronald Sanderson of Tow.,20285,Harvey Hilderbran,author,832,3250,Rep. Harvey Hilderbran,Harvey Hilderbran
2,2,2,HR 133,In memory of Paul Hugo Weyrauch of Horseshoe Bay.,20285,Harvey Hilderbran,author,832,3250,Rep. Harvey Hilderbran,Harvey Hilderbran
3,3,3,HR 134,In memory of Billy Ray Chisum of Leakey.,20285,Harvey Hilderbran,author,832,3250,Rep. Harvey Hilderbran,Harvey Hilderbran
4,4,4,HR 135,In memory of Barbara Curtin Pace of Kerrville.,20285,Harvey Hilderbran,author,832,3250,Rep. Harvey Hilderbran,Harvey Hilderbran
5,5,5,HCR 7,Commending U.S. Army Brigadier General (Ret.) Walter Schellhase for his service to the Hill Country Veterans Council.,20285,Harvey Hilderbran,author,831,3250,Rep. Harvey Hilderbran,Harvey Hilderbran
6,6,6,HB 16,Relating to abortion at or after 20 weeks post-fertilization.,20285,Harvey Hilderbran,coauthor,831,3250,Rep. Harvey Hilderbran,Harvey Hilderbran
7,7,7,HB 60,"Relating to the regulation of abortion procedures, providers, and facilities; providing penalties.",20285,Harvey Hilderbran,coauthor,831,3250,Rep. Harvey Hilderbran,Harvey Hilderbran
8,8,8,HB 70,Relating to appropriating money to the Texas A&M Forest Service to assist volunteer fire departments during the next state fiscal biennium.,20285,Harvey Hilderbran,coauthor,831,3250,Rep. Harvey Hilderbran,Harvey Hilderbran
9,9,9,HB 73,Relating to appropriating money to the Texas A&M Forest Service to be used to assist volunteer fire departments during the current state fiscal biennium.,20285,Harvey Hilderbran,coauthor,831,3250,Rep. Harvey Hilderbran,Harvey Hilderbran
10,10,10,SB 5,"Relating to the regulation of abortion procedures, providers, and facilities; providing penalties.",20285,Harvey Hilderbran,sponsor,831,3250,Rep. Harvey Hilderbran,Harvey Hilderbran
11,11,11,HB 213,Relating to the $1 million total revenue exemption for the franchise tax.,20285,Harvey Hilderbran,author,83R,3250,Rep. Harvey Hilderbran,Harvey Hilderbran
12,12,12,HB 416,Relating to the computation of the franchise tax by a taxable entity engaged in Internet hosting.,20285,Harvey Hilderbran,author,83R,3250,Rep. Harvey Hilderbran,Harvey Hilderbran
13,13,13,HB 500,"Relating to the computation of the franchise tax, including certain exclusions from the tax.",20285,Harvey Hilderbran,author,83R,3250,Rep. Harvey Hilderbran,Harvey Hilderbran
14,14,14,HB 750,"Relating to the application of foreign laws and foreign forum selection in a proceeding involving marriage, a suit for dissolution of a marriage, or a suit affecting the parent-child relationship in this state.",20285,Harvey Hilderbran,author,83R,3250,Rep. Harvey Hilderbran,Harvey Hilderbran
15,15,15,HB 1223,Relating to the temporary exemption of certain tangible personal property related to data centers from the sales and use tax.,20285,Harvey Hilderbran,author,83R,3250,Rep. Harvey Hilderbran,Harvey Hilderbran
16,16,16,HB 1224,Relating to continuing education requirements and a registration exemption for county tax assessor-collectors.,20285,Harvey Hilderbran,author,83R,3250,Rep. Harvey Hilderbran,Harvey Hilderbran
17,17,17,HB 1287,Relating to the contents of an application by certain persons for an exemption from ad valorem taxation of the person's residence homestead.,20285,Harvey Hilderbran,author,83R,3250,Rep. Harvey Hilderbran,Harvey Hilderbran
18,18,18,HB 1288,Relating to a credit or refund for diesel fuel taxes paid on diesel fuel used in this state by auxiliary power units or power take-off equipment.,20285,Harvey Hilderbran,author,83R,3250,Rep. Harvey Hilderbran,Harvey Hilderbran
19,19,19,HB 1289,Relating to the exclusion of certain service costs in determining a taxable entity's taxable margin for purposes of the franchise tax.,20285,Harvey Hilderbran,author,83R,3250,Rep. Harvey Hilderbran,Harvey Hilderbran
20,20,20,HB 1475,Relating to the exclusion of certain flow-through payments related to petroleum and mineral interests in determining total revenue for purposes of the franchise tax.,20285,Harvey Hilderbran,author,83R,3250,Rep. Harvey Hilderbran,Harvey Hilderbran
21,21,21,HB 1733,Relating to the exclusion of certain flow-through funds by taxable entities engaged in the business of transporting aggregates in determining total revenue for purposes of the franchise tax.,20285,Harvey Hilderbran,author,83R,3250,Rep. Harvey Hilderbran,Harvey Hilderbran
22,22,22,HB 1735,Relating to the exclusion of certain taxable entities from a combined group for purposes of the franchise tax.,20285,Harvey Hilderbran,author,83R,3250,Rep. Harvey Hilderbran,Harvey Hilderbran
23,23,23,HB 2145,Relating to apportionment of certain receipts of a broadcaster under the franchise tax.,20285,Harvey Hilderbran,author,83R,3250,Rep. Harvey Hilderbran,Harvey Hilderbran
24,24,24,HB 2146,"Relating to certain restrictions on the mining of marl, sand, gravel, shell, or mudshell in certain protected freshwater areas.",20285,Harvey Hilderbran,author,83R,3250,Rep. Harvey Hilderbran,Harvey Hilderbran
25,25,25,HB 2147,Relating to the carrying of concealed handguns by certain county officers and  employees in a courthouse.,20285,Harvey Hilderbran,author,83R,3250,Rep. Harvey Hilderbran,Harvey Hilderbran
26,26,26,HB 2148,Relating to the motor fuel tax on compressed natural gas and liquefied natural gas; providing penalties; imposing a tax.,20285,Harvey Hilderbran,author,83R,3250,Rep. Harvey Hilderbran,Harvey Hilderbran
27,27,27,HB 2168,Relating to exempting the first $1 million from the total revenue of certain taxable entities for purposes of the franchise tax.,20285,Harvey Hilderbran,author,83R,3250,Rep. Harvey Hilderbran,Harvey Hilderbran
28,28,28,HB 2224,Relating to the qualifications of the chief appraiser of an appraisal district.,20285,Harvey Hilderbran,author,83R,3250,Rep. Harvey Hilderbran,Harvey Hilderbran
29,29,29,HB 3109,Relating to the E-Z computation and rate of the franchise tax and exempting the first $1 million from the total revenue of certain taxable entities.,20285,Harvey Hilderbran,author,83R,3250,Rep. Harvey Hilderbran,Harvey Hilderbran
30,30,30,HB 3110,Relating to the Texas Emissions Reduction Plan motor vehicle purchase or lease incentive program.,20285,Harvey Hilderbran,author,83R,3250,Rep. Harvey Hilderbran,Harvey Hilderbran
31,31,31,HB 3111,Relating to tax credits for the certified rehabilitation of certified historic structures.,20285,Harvey Hilderbran,author,83R,3250,Rep. Harvey Hilderbran,Harvey Hilderbran
32,32,32,HB 3112,Relating to the public notice required to be provided by certain taxing units before adopting an ad valorem tax rate.,20285,Harvey Hilderbran,author,83R,3250,Rep. Harvey Hilderbran,Harvey Hilderbran
33,33,33,HB 3113,Relating to the application of the exemption from the sales and use tax for property used in manufacturing.,20285,Harvey Hilderbran,author,83R,3250,Rep. Harvey Hilderbran,Harvey Hilderbran
34,34,34,HB 3114,Relating to the regional groundwater planning process for minor aquifers.,20285,Harvey Hilderbran,author,83R,3250,Rep. Harvey Hilderbran,Harvey Hilderbran
35,35,35,HB 3381,"Relating to the composition of the 198th Judicial District, the creation of a judicial district composed of Edwards, Kimble, McCulloch, Mason, and Menard Counties, and the creation of the office of district attorney for the 444th Judicial District.",20285,Harvey Hilderbran,author,83R,3250,Rep. Harvey Hilderbran,Harvey Hilderbran
36,36,36,HB 3382,Relating to powers and duties of the Office of Public Utility Counsel to represent residential and small commercial consumers in certain water or sewer utility service matters before the Texas Commission on Environmental Quality.,20285,Harvey Hilderbran,author,83R,3250,Rep. Harvey Hilderbran,Harvey Hilderbran
37,37,37,HB 3383,Relating to the distribution of universal service funds to certain small and rural local exchange companies.,20285,Harvey Hilderbran,author,83R,3250,Rep. Harvey Hilderbran,Harvey Hilderbran
