Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,bill_name,caption,filer_id,filer_name,function,session,leg_id,original_name,parsed_name
0,0,0,HB 798,Relating to the fees paid in certain counties for the purpose of road and bridge maintenance and construction.,20822,Gerard Torres,author,75R,4640,Rep. Gerard Torres,Gerard Torres
1,1,1,HB 1073,Relating to the offense of making a false report to a peace officer or to an employee of a law enforcement agency.,20822,Gerard Torres,author,75R,4640,Rep. Gerard Torres,Gerard Torres
2,2,2,HB 1074,Relating to the promotional appointments of police officers in certain municipalities.,20822,Gerard Torres,author,75R,4640,Rep. Gerard Torres,Gerard Torres
3,3,3,HB 1391,Relating to continuing education requirements for air conditioning and refrigeration contractors.,20822,Gerard Torres,author,75R,4640,Rep. Gerard Torres,Gerard Torres
4,4,4,HB 1628,Relating to the term of a school district depository contract.,20822,Gerard Torres,author,75R,4640,Rep. Gerard Torres,Gerard Torres
5,5,5,HB 1703,Relating to altering the form of a business entity that is the holder of an alcoholic beverage permit or license.,20822,Gerard Torres,author,75R,4640,Rep. Gerard Torres,Gerard Torres
6,6,6,HB 1743,Relating to the repeal of the in-state need lease restriction on the sale of casinghead gas or natural gas out of the state.,20822,Gerard Torres,author,75R,4640,Rep. Gerard Torres,Gerard Torres
7,7,7,HB 1744,Relating to survivor's benefits from certain municipal retirement systems for police officers.,20822,Gerard Torres,author,75R,4640,Rep. Gerard Torres,Gerard Torres
8,8,8,HB 1830,Relating to payment for the legal defense of certain county officials or employees.,20822,Gerard Torres,author,75R,4640,Rep. Gerard Torres,Gerard Torres
9,9,9,HB 2158,Relating to benefits from certain municipal retirement systems for police officers.,20822,Gerard Torres,author,75R,4640,Rep. Gerard Torres,Gerard Torres
10,10,10,HB 2551,Relating to an entitlement to additional wages for certain services provided to an employer by bilingual or multilingual employees; providing a criminal penalty.,20822,Gerard Torres,author,75R,4640,Rep. Gerard Torres,Gerard Torres
11,11,11,HB 2552,"Relating to the timely filing of alcoholic beverage permits, storage of records, and the shipment of alcoholic beverages.",20822,Gerard Torres,author,75R,4640,Rep. Gerard Torres,Gerard Torres
12,12,12,HB 2584,Relating to the contents of certain retail alcoholic beverage permits and licenses.,20822,Gerard Torres,author,75R,4640,Rep. Gerard Torres,Gerard Torres
13,13,13,HB 2815,Relating to private club registration permits for alcoholic beverages.,20822,Gerard Torres,author,75R,4640,Rep. Gerard Torres,Gerard Torres
14,14,14,HB 2816,Relating to the expiration of secondary alcoholic beverage permits and licenses.,20822,Gerard Torres,author,75R,4640,Rep. Gerard Torres,Gerard Torres
15,15,15,HB 2817,Relating to investigations of firefighters and police officers in certain municipalities.,20822,Gerard Torres,author,75R,4640,Rep. Gerard Torres,Gerard Torres
16,16,16,HB 2818,Relating to grievance procedures for fire fighters and police officers of certain municipalities.,20822,Gerard Torres,author,75R,4640,Rep. Gerard Torres,Gerard Torres
17,17,17,HB 2819,Relating to disciplinary procedures for certain fire fighters and police officers.,20822,Gerard Torres,author,75R,4640,Rep. Gerard Torres,Gerard Torres
18,18,18,HB 2824,Relating to the regulation of industrial alcohol.,20822,Gerard Torres,author,75R,4640,Rep. Gerard Torres,Gerard Torres
19,19,19,HB 3371,Relating to the regulation of the use of bingo card-minding devices.,20822,Gerard Torres,author,75R,4640,Rep. Gerard Torres,Gerard Torres
20,20,20,HB 3372,Relating to the authority of certain municipalities to redesignate certain areas annexed for general purposes.,20822,Gerard Torres,author,75R,4640,Rep. Gerard Torres,Gerard Torres
21,21,21,HR 70,Congratulating Johnnie Rountree on being named School Board Trustee of the Year by the Texas Classroom Teachers Association.,20822,Gerard Torres,author,75R,4640,Rep. Gerard Torres,Gerard Torres
22,22,22,HR 195,"Recognizing February 23, 1997, as Go Tejano Day.",20822,Gerard Torres,author,75R,4640,Rep. Gerard Torres,Gerard Torres
23,23,23,HR 531,"In memory of Moses ""Moe"" Marin Sanchez.",20822,Gerard Torres,author,75R,4640,Rep. Gerard Torres,Gerard Torres
24,24,24,HR 679,"Congratulating Jesse Hernandez, Sr., on the occasion of his 70th birthday.",20822,Gerard Torres,author,75R,4640,Rep. Gerard Torres,Gerard Torres
25,25,25,HCR 247,Honoring Dr. Edwin E. Lehr on the occasion of his retirement as president of San Jacinto College's North campus.,20822,Gerard Torres,author,75R,4640,Rep. Gerard Torres,Gerard Torres
26,26,26,HB 92,Relating to the financing of sports and community venues and related infrastructure; authorizing the imposition of certain local taxes and the issuance of local bonds; providing penalties.,20822,Gerard Torres,coauthor,75R,4640,Rep. Gerard Torres,Gerard Torres
27,27,27,HB 413,Relating to the regulation of nursing homes and similar facilities; providing penalties.,20822,Gerard Torres,coauthor,75R,4640,Rep. Gerard Torres,Gerard Torres
28,28,28,HB 621,Relating to the establishment of the Texas Chiropractic College as a public institution of higher education.,20822,Gerard Torres,coauthor,75R,4640,Rep. Gerard Torres,Gerard Torres
29,29,29,HB 723,Relating to informed consent before the performance of a hysterectomy.,20822,Gerard Torres,coauthor,75R,4640,Rep. Gerard Torres,Gerard Torres
30,30,30,HB 2036,Relating to the transfer of child support enforcement duties from the Office of the Attorney General and the creation of the Texas Family Support Commission.,20822,Gerard Torres,coauthor,75R,4640,Rep. Gerard Torres,Gerard Torres
31,31,31,HB 2245,"Relating to the parent-child relationship, suits affecting the parent-child relationship, and the protection of children.",20822,Gerard Torres,coauthor,75R,4640,Rep. Gerard Torres,Gerard Torres
32,32,32,HB 2577,Relating to the Texas Department of Housing and Community Affairs and to low income and affordable housing.,20822,Gerard Torres,coauthor,75R,4640,Rep. Gerard Torres,Gerard Torres
33,33,33,HCR 148,Designating the Texas Sweet Onion as the official State Vegetable of Texas.,20822,Gerard Torres,coauthor,75R,4640,Rep. Gerard Torres,Gerard Torres
34,34,34,HCR 149,Designating the City of Weslaco as the Citrus Capital of Texas.,20822,Gerard Torres,coauthor,75R,4640,Rep. Gerard Torres,Gerard Torres
35,35,35,HCR 217,Memorializing Congress to restore the federal income tax deductibility of state sales taxes.,20822,Gerard Torres,coauthor,75R,4640,Rep. Gerard Torres,Gerard Torres
36,36,36,HCR 238,Conferring the Texas Legislative Medal of Honor on Technical Sergeant James M. Logan.,20822,Gerard Torres,coauthor,75R,4640,Rep. Gerard Torres,Gerard Torres
37,37,37,HR 47,"Recognizing January 28, 1997, as Texas Association of Mexican American Chambers of Commerce Day at the Capitol.",20822,Gerard Torres,coauthor,75R,4640,Rep. Gerard Torres,Gerard Torres
38,38,38,HR 649,Paying tribute to the life and work of Cesar Chavez.,20822,Gerard Torres,coauthor,75R,4640,Rep. Gerard Torres,Gerard Torres
39,39,39,HR 709,"In memory of Rutilio R. ""Rudy"" Garza, Jr.",20822,Gerard Torres,coauthor,75R,4640,Rep. Gerard Torres,Gerard Torres
40,40,40,SB 19,Relating to the creation of the Greater East End Management District; authorizing the issuance of bonds and the imposition of taxes.,20822,Gerard Torres,sponsor,75R,4640,Rep. Gerard Torres,Gerard Torres
41,41,41,SB 395,Relating to the purchasing and contracting authority of certain local governments.,20822,Gerard Torres,sponsor,75R,4640,Rep. Gerard Torres,Gerard Torres
42,42,42,SB 397,"Relating to the qualifications for an investment officer of a regional planning commission, council of government, or similar regional planning agency.",20822,Gerard Torres,sponsor,75R,4640,Rep. Gerard Torres,Gerard Torres
43,43,43,SB 656,Relating to the term of a school district depository contract.,20822,Gerard Torres,sponsor,75R,4640,Rep. Gerard Torres,Gerard Torres
44,44,44,SB 699,Relating to the promotional appointments of police officers in certain municipalities.,20822,Gerard Torres,sponsor,75R,4640,Rep. Gerard Torres,Gerard Torres
